algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_heat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
Probabilistic Counting,L=8,streaming,50,10000000,1,100000,21041998,1,1.56,0.2514285714,0.5014265364,nan,0.5014265364,0.56,0.56,0.56,0.56,0.7483314774,0.56
Probabilistic Counting,L=8,streaming,50,10000000,102,100000,21041998,101.94,135.06,8559.975918,92.52013791,nan,0.9075940544,33.12,33.12,0.3248969982,0.6966608426,97.35378781,71.04
Probabilistic Counting,L=8,streaming,50,10000000,203,100000,21041998,202.82,254.02,10262.42816,101.3036434,nan,0.4994756108,51.2,51.2,0.2524405877,0.5245954251,112.4866214,106.4
Probabilistic Counting,L=8,streaming,50,10000000,304,100000,21041998,303.58,283.76,7283.859592,85.34553059,nan,0.2811302806,-19.82,19.82,-0.06528756835,0.1974931914,86.72150829,59.94
Probabilistic Counting,L=8,streaming,50,10000000,405,100000,21041998,404.32,315.14,2696.694286,51.92970523,nan,0.128437142,-89.18,89.18,-0.220567867,0.2206240524,102.845029,89.18
Probabilistic Counting,L=8,streaming,50,10000000,506,100000,21041998,504.82,323.4,1066.77551,32.66152951,nan,0.06469935722,-181.42,181.42,-0.359375619,0.3593934277,184.2530325,181.42
Probabilistic Counting,L=8,streaming,50,10000000,607,100000,21041998,605.08,326.7,544.5,23.33452378,nan,0.03856436137,-278.38,278.38,-0.4600713955,0.4600788908,279.3267263,278.38
Probabilistic Counting,L=8,streaming,50,10000000,708,100000,21041998,705.44,326.7,544.5,23.33452378,nan,0.03307797088,-378.74,378.74,-0.5368847811,0.5368860767,379.4422486,378.74
Probabilistic Counting,L=8,streaming,50,10000000,809,100000,21041998,805.7,330,0,0,nan,0,-475.7,475.7,-0.5904182698,0.5904167479,475.7025331,475.7
Probabilistic Counting,L=8,streaming,50,10000000,910,100000,21041998,905.86,330,0,0,nan,0,-575.86,575.86,-0.6357052966,0.6357042127,575.8621189,575.86
Probabilistic Counting,L=8,streaming,50,10000000,1011,100000,21041998,1005.92,330,0,0,nan,0,-675.92,675.92,-0.6719421028,0.6719413136,675.9218002,675.92
Probabilistic Counting,L=8,streaming,50,10000000,1112,100000,21041998,1105.9,330,0,0,nan,0,-775.9,775.9,-0.7016005064,0.7015996936,775.9021459,775.9
Probabilistic Counting,L=8,streaming,50,10000000,1213,100000,21041998,1205.92,330,0,0,nan,0,-875.92,875.92,-0.7263500066,0.7263491413,875.9226222,875.92
Probabilistic Counting,L=8,streaming,50,10000000,1314,100000,21041998,1305.76,330,0,0,nan,0,-975.76,975.76,-0.7472736184,0.7472727192,975.7631065,975.76
Probabilistic Counting,L=8,streaming,50,10000000,1415,100000,21041998,1405.64,330,0,0,nan,0,-1075.64,1075.64,-0.765231496,0.7652307503,1075.642915,1075.64
Probabilistic Counting,L=8,streaming,50,10000000,1516,100000,21041998,1504.76,330,0,0,nan,0,-1174.76,1174.76,-0.7806959249,0.7806951438,1174.763432,1174.76
Probabilistic Counting,L=8,streaming,50,10000000,1617,100000,21041998,1604.2,330,0,0,nan,0,-1274.2,1274.2,-0.7942899888,0.7942892816,1274.203469,1274.2
