algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_heat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
LogLog,"k=6,L=32",streaming,50,10000000,1,100000,21041998,1,25.28,0.2465306122,0.4965184913,0.1625,0.4965184913,24.28,24.28,24.28,24.28,24.28497478,24.28
LogLog,"k=6,L=32",streaming,50,10000000,102,100000,21041998,101.94,105.32,183.5281633,13.54725667,0.1625,0.132894415,3.38,3.38,0.03315675888,0.1092952825,13.8383525,11.14
LogLog,"k=6,L=32",streaming,50,10000000,203,100000,21041998,202.82,208.04,854.324898,29.22883675,0.1625,0.1441122017,5.22,5.22,0.02573710679,0.1107379408,29.35949591,22.46
LogLog,"k=6,L=32",streaming,50,10000000,304,100000,21041998,303.58,312.74,3117.38,55.83350249,0.1625,0.1839169329,9.16,9.16,0.0301732657,0.1416576667,56.07530651,43
LogLog,"k=6,L=32",streaming,50,10000000,405,100000,21041998,404.32,419.5,5428.214286,73.67641608,0.1625,0.1822230314,15.18,15.18,0.03754451919,0.1421271512,74.54247112,57.46
LogLog,"k=6,L=32",streaming,50,10000000,506,100000,21041998,504.82,520.86,6826.735102,82.62405886,0.1625,0.1636703357,16.04,16.04,0.03177370152,0.1314763688,83.48269282,66.36
LogLog,"k=6,L=32",streaming,50,10000000,607,100000,21041998,605.08,630.86,9223.633061,96.0397473,0.1625,0.1587223959,25.78,25.78,0.04260593641,0.1313164251,98.50736013,79.46
LogLog,"k=6,L=32",streaming,50,10000000,708,100000,21041998,705.44,726.86,10672.53102,103.3079427,0.1625,0.1464446908,21.42,21.42,0.03036402812,0.1178447858,104.6035372,83.14
LogLog,"k=6,L=32",streaming,50,10000000,809,100000,21041998,805.7,818.1,13568.78571,116.4851309,0.1625,0.1445763074,12.4,12.4,0.0153903438,0.1187371032,116.0806616,95.64
LogLog,"k=6,L=32",streaming,50,10000000,910,100000,21041998,905.86,912.44,14342.08816,119.7584576,0.1625,0.1322041569,6.58,6.58,0.007263815601,0.1060554869,118.3394271,96.06
LogLog,"k=6,L=32",streaming,50,10000000,1011,100000,21041998,1005.92,1007.48,19979.84653,141.350085,0.1625,0.1405182172,1.56,1.56,0.001550819151,0.110786827,139.6883674,111.44
LogLog,"k=6,L=32",streaming,50,10000000,1112,100000,21041998,1105.9,1105.2,20032.97959,141.5379087,0.1625,0.1279843645,-0.7,0.7,-0.0006329686228,0.1007755839,139.8998928,111.46
LogLog,"k=6,L=32",streaming,50,10000000,1213,100000,21041998,1205.92,1199.84,25769.40245,160.5285098,0.1625,0.1331170474,-6.08,6.08,-0.005041793817,0.09888531659,158.8710169,119.24
LogLog,"k=6,L=32",streaming,50,10000000,1314,100000,21041998,1305.76,1288.66,28228.84122,168.0144078,0.1625,0.1286717374,-17.1,17.1,-0.01309582159,0.09438825026,167.4972836,123.22
LogLog,"k=6,L=32",streaming,50,10000000,1415,100000,21041998,1405.64,1385.78,30141.23633,173.6123162,0.1625,0.1235112235,-19.86,19.86,-0.01412879542,0.1014097644,173.181812,142.54
LogLog,"k=6,L=32",streaming,50,10000000,1516,100000,21041998,1504.76,1499.5,44680.66327,211.3780104,0.1625,0.1404729062,-5.26,5.26,-0.003495574045,0.1150669671,209.5100475,173.14
